"","month","year","temp_mean","temp_max","temp_min"
"419",11,2008,19.2832650478513,26.1866666666667,13.43
"420",11,2009,19.546741622575,26.9033333333333,13.1233333333333
"421",11,2010,17.1395791218148,23.7933333333333,11.1366666666667
"422",11,2011,17.208058531746,23.8466666666667,11.9366666666667
"423",11,2012,19.9541912972085,27.5133333333333,13.59
"424",11,2013,19.083715455622,25.37,13.9066666666667
"425",11,2014,18.8847144377547,26.0733333333333,12.7533333333333
"426",11,2015,16.6184116037219,23.53,11
"427",11,2016,19.6042659832451,25.75,14.2833333333333
"428",11,2017,21.494184981685,28.1266666666667,15.5633333333333
"429",11,2018,17.419508377425,24.0833333333333,11.65
"430",12,1980,15.7975806451613,24.6258064516129,9.10645161290323
"431",12,1981,14.1498655913978,22.0258064516129,8.36774193548387
"432",12,1982,11.9809139784946,18.2516129032258,7.56774193548387
"433",12,1983,13.3345430107527,19.9,8.56774193548387
"434",12,1984,11.6029569892473,17.5258064516129,7.62903225806452
"435",12,1985,12.3450268817204,19.8387096774194,7.04516129032258
"436",12,1986,12.9177419354839,19.6612903225806,7.91612903225806
"437",12,1987,10.8290322580645,17.4064516129032,6.28709677419355
"438",12,1988,12.7280913978495,19.358064516129,7.21612903225806
"439",12,1989,13.1189516129032,20.6838709677419,7.19354838709677
"440",12,1990,11.4262096774194,18.2064516129032,6.23548387096774
"441",12,1991,13.5994623655914,19.1451612903226,9.43548387096774
"442",12,1992,11.7309139784946,17.3516129032258,7.39354838709677
"443",12,1993,12.7299731182796,20.1870967741935,7.31290322580645
"444",12,1994,12.580250761169,18.7258064516129,7.87741935483871
"445",12,1995,13.5145161290323,20.1451612903226,7.95161290322581
"446",12,1996,13.2058709677419,20.5032258064516,7.61612903225806
"447",12,1997,11.3237003121748,17.4032258064516,6.67096774193548
"448",12,1998,12.1969949169864,19.3451612903226,6.90645161290323
"449",12,1999,12.7296609292738,19.8322580645161,6.71935483870968
"450",12,2000,13.7211554872845,20.8258064516129,7.79354838709677
"451",12,2001,11.7333983980061,18.341935483871,6.79032258064516
"452",12,2002,12.5013483529613,18.5096774193548,7.71290322580645
"453",12,2003,13.6150718158783,20.3032258064516,8.28064516129032
"454",12,2004,12.993419482232,19.3354838709677,8.10967741935484
"455",12,2005,13.4901138288235,20.5129032258065,7.37741935483871
"456",12,2006,11.9812501839198,18.8129032258065,6.75161290322581
